disasterNumber,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,paLoadDate,iaLoadDate
4560,1326459.25,750166.22,576293.03,,,,42000.0,,2026-05-08T00:00:00.000Z
1893,4373420.87,4052960.37,320460.5,5802632.98,685746.08,5090363.81,1057567.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5524,,,,,,,582457.59,,
5567,,,,,,,0.0,,
5568,,,,,,,0.0,,
5569,,,,,,,0.0,,
1789,,,,7955261.42,1829034.73,5576907.69,1264949.02,2026-02-06T00:00:00.000Z,
1399,,,,2343447.82,1538493.06,804954.76,484316.0,2026-02-06T00:00:00.000Z,
1373,,,,2982075.51,45727.81,2934671.07,415221.0,2026-02-06T00:00:00.000Z,
3277,,,,15338277.73,15399918.36,,,2026-02-06T00:00:00.000Z,
2922,,,,96413.96,17562.36,,0.0,2026-02-06T00:00:00.000Z,
2256,,,,472703.0,472703.0,,,2026-02-06T00:00:00.000Z,
2590,,,,54544.44,,,0.0,2026-02-06T00:00:00.000Z,
5134,,,,850539.46,2872.43,,0.0,2026-02-06T00:00:00.000Z,
1816,,,,1337879.37,1010030.46,321246.91,93590.0,2026-02-06T00:00:00.000Z,
1561,398620293.65,199814423.84,198805869.81,520033714.9,382120268.87,134052326.49,84000410.17,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1709,25681950.62,20738900.84,4943049.78,64991768.07,5013808.21,59366574.49,8707734.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1511,8112928.87,6374506.02,1738422.85,13797356.33,859301.52,12678864.48,262977.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5045,,,,875256.85,157759.78,,0.0,2026-02-06T00:00:00.000Z,
3557,,,,187850.76,187850.76,,,2026-02-06T00:00:00.000Z,
1712,10969558.71,9226623.3,1742935.41,24196877.31,1820154.23,22347310.22,991359.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1768,56679489.87,50118678.0,6560811.87,48563081.65,13669669.95,34007466.0,18525751.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5077,,,,3340243.4,23089.55,,0.0,2026-02-06T00:00:00.000Z,
1520,5034664.25,3517498.8,1517165.45,4154202.26,1488548.35,2699195.9,451971.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1718,5648799.17,4579273.47,1069525.7,15871568.64,883626.61,14840653.64,1581929.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2586,,,,3351326.34,22664.96,,0.0,2026-02-06T00:00:00.000Z,
1446,125463060.64,43407641.42,82055419.22,56986504.09,12598628.0,42212978.84,31049019.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1700,2613838.46,2492287.94,121550.52,4843030.23,720243.04,4182022.67,660034.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4724,84365276.16,61738187.76,22627088.4,740738058.62,474625374.41,206126774.99,9188369.77,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2306,,,,646465.83,646465.83,,,2026-02-06T00:00:00.000Z,
4791,3515180.4,2145264.35,1369916.05,11832836.54,6663281.62,4146618.04,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2481,,,,71060.87,2845.55,,0.0,2026-02-06T00:00:00.000Z,
4176,22394257.37,17769195.04,4625062.33,34914043.03,13070990.37,20733621.66,8309380.18,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1385,,,,970883.22,776691.84,187695.22,136965.0,2026-02-06T00:00:00.000Z,
1786,216888044.03,165776649.38,51111394.65,710892253.34,514212195.65,153908240.69,189145133.69,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1835,2075746.91,1830940.6,244806.31,18067054.08,684326.01,16888048.74,1369212.95,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4341,9674.92,9674.92,,10613.94,0.0,10613.94,130500.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5019,,,,1158109.53,9390.03,,0.0,2026-02-06T00:00:00.000Z,
4630,16068225.57,11661212.41,4407013.16,166311911.75,66221855.46,85486807.71,11958027.08,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3264,,,,594853.93,595026.34,,,2026-02-06T00:00:00.000Z,
3562,,,,10578.04,9708.41,,,2026-02-06T00:00:00.000Z,
5422,,,,551624.05,5822.79,,0.0,2026-02-06T00:00:00.000Z,
2892,,,,2256591.3,192668.99,,0.0,2026-02-06T00:00:00.000Z,
5163,,,,577945.32,7159.67,,806554.35,2026-02-06T00:00:00.000Z,
5241,,,,589823.85,,,694896.49,2026-02-06T00:00:00.000Z,
1734,21160441.15,17930951.94,3229489.21,61335357.03,14805955.64,44277323.8,9535992.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2826,,,,1781984.76,33393.85,,0.0,2026-02-06T00:00:00.000Z,
2755,,,,14978.67,,,0.0,2026-02-06T00:00:00.000Z,
2642,,,,36241.71,36241.71,,0.0,2026-02-06T00:00:00.000Z,
5519,,,,109417.84,109417.84,,0.0,2026-02-06T00:00:00.000Z,
1763,138694619.65,122368728.95,16325890.7,1155494246.42,250989227.19,873100944.31,274772523.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2526,,,,268179.98,,,0.0,2026-02-06T00:00:00.000Z,
4500,35675864.52,,35675864.52,996774647.61,923898654.92,,7645741.32,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1549,190193142.59,113359261.47,76833881.12,222148642.93,132796558.92,88114546.87,37574846.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1338,,,,297203.25,294142.3,3060.95,45256.0,2026-02-06T00:00:00.000Z,
5321,,,,670174.52,,,0.0,2026-02-06T00:00:00.000Z,
5021,,,,2950234.62,53248.22,,0.0,2026-02-06T00:00:00.000Z,
2385,,,,880634.65,880634.65,,,2026-02-06T00:00:00.000Z,
5304,,,,,,,1137220.61,,
2387,,,,1196608.92,1196608.92,,,2026-02-06T00:00:00.000Z,
1577,21484255.07,15066521.04,6417734.03,197423205.14,50225047.74,142460397.8,16609685.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2648,,,,898981.85,,,0.0,2026-02-06T00:00:00.000Z,
1717,19808888.8,18218886.8,1590002.0,31229991.27,5020333.38,26018147.42,4153948.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2805,,,,18494.98,,,0.0,2026-02-06T00:00:00.000Z,
1610,1102655.35,899448.72,203206.63,12314320.29,2980911.52,9342296.65,958210.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5273,,,,27757.8,27757.8,,0.0,2026-02-06T00:00:00.000Z,
1472,7297676.37,2955622.13,4342054.24,5305933.78,649888.94,4650221.11,1075159.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2499,,,,13227.39,,,0.0,2026-02-06T00:00:00.000Z,
1933,61762768.74,48776373.72,12986395.02,11708670.41,2433475.86,8960635.38,11179104.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5370,,,,51399.0,,,0.0,2026-02-06T00:00:00.000Z,
4266,21144461.52,18326321.56,2818139.96,33040013.8,9033388.54,21673125.92,4808395.86,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
3258,,,,9887.4,9887.4,,,2026-02-06T00:00:00.000Z,
1548,4252022.77,2779944.79,1472077.98,9018988.63,8786344.26,331743.56,262694.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4587,3433087.72,2882946.5,550141.22,4072706.45,1882724.67,1750973.95,955955.69,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1602,,,,188845255.19,145967693.92,35731389.86,10236074.0,2026-02-06T00:00:00.000Z,
1774,,,,4716310.17,230693.3,4425946.02,541355.0,2026-02-06T00:00:00.000Z,
4248,2903899.73,2379211.71,524688.02,5699153.76,2482932.75,3020883.01,731668.23,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4037,,,,2036745.61,1013823.5,1016201.93,237236.0,2026-02-06T00:00:00.000Z,
1469,1644357.98,787056.7,857301.28,,,,92411.0,,2026-05-08T00:00:00.000Z
1427,,,,2193357.34,245479.87,1899767.97,1810224.0,2026-02-06T00:00:00.000Z,
1294,,,,10347269.34,4079425.04,5840828.95,4277685.0,2026-02-06T00:00:00.000Z,
4657,5500448.67,4941680.84,558767.83,,,,1013834.99,,2026-05-08T00:00:00.000Z
1651,8830355.16,7477482.29,1352872.87,,,,1685290.0,,2026-05-08T00:00:00.000Z
4157,2858538.97,1616075.25,1242463.72,,,,247424.87,,2026-05-08T00:00:00.000Z
1521,5900558.36,3293656.58,2606901.78,,,,0.0,,2026-05-08T00:00:00.000Z
4777,3747420.82,2454425.87,1292994.95,,,,887081.38,,2026-05-08T00:00:00.000Z
1525,1558980.89,1279215.12,279765.77,,,,7249.0,,2026-05-08T00:00:00.000Z
4909,4955615.56,2289517.26,2666098.3,,,,0.0,,2026-05-08T00:00:00.000Z
1527,41314005.89,26912181.7,14401824.19,,,,1153207.0,,2026-05-08T00:00:00.000Z
4765,6386274.89,6193331.44,192943.45,,,,67499.7,,2026-05-08T00:00:00.000Z
3290,,,,27385680.76,27155369.85,,,2026-02-06T00:00:00.000Z,
1680,943028.88,798183.02,144845.86,,,,238501.0,,2026-05-08T00:00:00.000Z
4125,,,,1215685.33,196811.3,986292.64,178449.0,2026-02-06T00:00:00.000Z,
1747,4800659.42,3951572.59,849086.83,,,,493658.0,,2026-05-08T00:00:00.000Z
1599,474304.46,284815.63,189488.83,,,,17773.0,,2026-05-08T00:00:00.000Z
2923,,,,987749.43,12601.55,,0.0,2026-02-06T00:00:00.000Z,
1431,,,,1143690.22,71012.95,965171.71,157886.0,2026-02-06T00:00:00.000Z,
3180,,,,20980672.39,20837177.31,,,2026-02-06T00:00:00.000Z,
4676,27888571.94,23952456.39,3936115.55,,,,266100.87,,2026-05-08T00:00:00.000Z
1348,,,,4128414.91,564631.82,3220924.98,1154842.0,2026-02-06T00:00:00.000Z,
1662,12105107.36,11102170.39,1002936.97,,,,939730.0,,2026-05-08T00:00:00.000Z
1846,2055904.84,1798705.32,257199.52,,,,198355.0,,2026-05-08T00:00:00.000Z
4866,7979500.2,5539921.57,2439578.63,,,,0.0,,2026-05-08T00:00:00.000Z
3291,,,,356530.38,344114.38,,,2026-02-06T00:00:00.000Z,
4865,3546171.83,2556861.58,989310.25,,,,0.0,,2026-05-08T00:00:00.000Z
2461,,,,2124158.0,17591.91,,,2026-02-06T00:00:00.000Z,
1439,57974742.1,31700420.63,26274321.47,,,,7154189.0,,2026-05-08T00:00:00.000Z
4633,935304.83,665223.78,270081.05,,,,165225.13,,2026-05-08T00:00:00.000Z
1942,5391278.01,4319299.54,1071978.47,,,,230611.0,,2026-05-08T00:00:00.000Z
1502,1220484.27,970511.05,249973.22,,,,54661.0,,2026-05-08T00:00:00.000Z
1753,1598081.52,1371741.06,226340.46,,,,116373.0,,2026-05-08T00:00:00.000Z
1524,1396915.31,1044648.29,352267.02,,,,16044.0,,2026-05-08T00:00:00.000Z
1536,1465037.44,1360295.78,104741.66,,,,155450.0,,2026-05-08T00:00:00.000Z
4494,118577940.53,,118577940.53,1496348255.1,1472033296.85,,11676094.74,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4404,42071347.08,24318418.41,17752928.67,284426727.84,56007651.4,199741673.52,21812716.55,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4788,8248021.68,4400050.6,3847971.08,55874609.06,40845348.06,13411730.67,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4487,108971902.28,,108971902.28,2023028510.2,1972511621.63,,10153493.26,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5394,,,,6566.19,,,644934.4,2026-02-06T00:00:00.000Z,
1777,,,,14547910.96,3694972.87,10776393.99,1175154.0,2026-02-06T00:00:00.000Z,
1723,,,,1295072.88,79665.35,1181170.23,61821.0,2026-02-06T00:00:00.000Z,
3188,,,,1480656.94,1429103.93,,,2026-02-06T00:00:00.000Z,
3205,,,,1498692.53,1498692.53,,,2026-02-06T00:00:00.000Z,
4148,,,,5540702.34,1740455.31,3600017.03,72958.15,2026-02-06T00:00:00.000Z,
4196,,,,4749236.93,469380.65,4093468.89,1099523.14,2026-02-06T00:00:00.000Z,
1959,,,,25846401.41,25828959.22,,1524502.24,2026-02-06T00:00:00.000Z,
3208,,,,1099729.89,1121727.2,,,2026-02-06T00:00:00.000Z,
4039,,,,4007617.71,1256880.75,2617432.96,1220631.0,2026-02-06T00:00:00.000Z,
4288,,,,9038145.25,524284.1,8229080.8,1534196.17,2026-02-06T00:00:00.000Z,
1273,,,,3144097.57,2597610.34,546487.23,1764725.0,2026-02-06T00:00:00.000Z,
1955,,,,8701342.5,719864.78,7732105.6,1065773.0,2026-02-06T00:00:00.000Z,
3196,,,,317517.51,280698.37,,,2026-02-06T00:00:00.000Z,
5150,,,,1492294.74,359439.62,,0.0,2026-02-06T00:00:00.000Z,
5014,,,,1820322.36,,,0.0,2026-02-06T00:00:00.000Z,
4270,,,,2418773.48,237711.75,2090053.73,400745.26,2026-02-06T00:00:00.000Z,
4006,,,,1218835.96,45823.74,1169227.85,148547.19,2026-02-06T00:00:00.000Z,
2693,,,,3513567.09,646395.1,,0.0,2026-02-06T00:00:00.000Z,
1315,,,,2043473.79,1256195.35,847752.31,662973.0,2026-02-06T00:00:00.000Z,
3178,,,,1771535.48,1771535.48,,,2026-02-06T00:00:00.000Z,
2836,,,,3229475.98,75305.83,,0.0,2026-02-06T00:00:00.000Z,
2575,,,,3986571.64,109447.61,,0.0,2026-02-06T00:00:00.000Z,
4096,,,,3119810.75,2954413.75,165397.0,0.0,2026-02-06T00:00:00.000Z,
4389,,,,515561.24,159523.4,356037.84,0.0,2026-02-06T00:00:00.000Z,
1350,,,,2127262.15,22787.43,2097786.27,300092.0,2026-02-06T00:00:00.000Z,
5033,,,,371970.78,72742.64,,0.0,2026-02-06T00:00:00.000Z,
3488,,,,114674.53,114674.53,,,2026-02-06T00:00:00.000Z,
2322,,,,3684844.28,3684844.28,,,2026-02-06T00:00:00.000Z,
5287,,,,7424005.57,100184.24,,0.0,2026-02-06T00:00:00.000Z,
3630,,,,,,,,,
2529,,,,1564079.0,5462.79,,0.0,2026-02-06T00:00:00.000Z,
5040,,,,1715018.69,51662.53,,0.0,2026-02-06T00:00:00.000Z,
2774,,,,47322.51,,,0.0,2026-02-06T00:00:00.000Z,
2746,,,,0.0,,,0.0,2026-02-06T00:00:00.000Z,
5074,,,,3469119.78,56661.62,,0.0,2026-02-06T00:00:00.000Z,
2704,,,,27045.7,1929.59,,0.0,2026-02-06T00:00:00.000Z,
2530,,,,56763.0,2817.77,,0.0,2026-02-06T00:00:00.000Z,
5063,,,,479513.79,11514.7,,0.0,2026-02-06T00:00:00.000Z,
2934,,,,75493.88,,,0.0,2026-02-06T00:00:00.000Z,
5114,,,,235333.26,7023.67,,30157.16,2026-02-06T00:00:00.000Z,
5502,,,,764855.53,163523.07,,73994.27,2026-02-06T00:00:00.000Z,
5367,,,,140176.05,,,0.0,2026-02-06T00:00:00.000Z,
2967,,,,32492.34,8065.59,,0.0,2026-02-06T00:00:00.000Z,
2295,,,,228394.61,228394.61,,,2026-02-06T00:00:00.000Z,
5270,,,,63576.93,61206.73,,0.0,2026-02-06T00:00:00.000Z,
2980,,,,13205432.57,,,0.0,2026-02-06T00:00:00.000Z,
5141,,,,423056.57,,,0.0,2026-02-06T00:00:00.000Z,
5109,,,,56523.64,,,438444.88,2026-02-06T00:00:00.000Z,
2670,,,,582428.57,,,0.0,2026-02-06T00:00:00.000Z,
3539,,,,22140.45,22140.45,,,2026-02-06T00:00:00.000Z,
2533,,,,2039409.0,10782.13,,0.0,2026-02-06T00:00:00.000Z,
2821,,,,400123.12,,,0.0,2026-02-06T00:00:00.000Z,
2444,,,,2440605.66,33777.84,,,2026-02-06T00:00:00.000Z,
2703,,,,94178.25,,,0.0,2026-02-06T00:00:00.000Z,
2369,,,,293179.37,293179.37,,,2026-02-06T00:00:00.000Z,
5136,,,,711455.47,,,0.0,2026-02-06T00:00:00.000Z,
2835,,,,192972.73,11566.74,,0.0,2026-02-06T00:00:00.000Z,
5156,,,,5145844.24,,,0.0,2026-02-06T00:00:00.000Z,
1397,,,,2452457.07,53540.13,2138681.23,197626.0,2026-02-06T00:00:00.000Z,
5007,,,,18887542.09,198194.59,,0.0,2026-02-06T00:00:00.000Z,
1306,,,,106261560.28,32644798.12,72246572.61,21423043.0,2026-02-06T00:00:00.000Z,
5500,,,,,,,529510.99,,
1887,,,,49059867.72,10667443.86,37848913.93,9243656.0,2026-02-06T00:00:00.000Z,
1265,,,,6970269.48,2590192.47,4349918.09,1319820.0,2026-02-06T00:00:00.000Z,
4010,,,,7283728.86,744562.71,5943304.7,1063703.0,2026-02-06T00:00:00.000Z,
5162,,,,3336432.89,,,197565.14,2026-02-06T00:00:00.000Z,
1987,,,,2926897.38,295274.53,2498291.94,409119.0,2026-02-06T00:00:00.000Z,
4234,,,,7078538.32,1091945.48,5689617.58,1458759.28,2026-02-06T00:00:00.000Z,
4210,,,,29974123.15,2633628.46,27196196.04,3848418.1,2026-02-06T00:00:00.000Z,
4443,,,,4414475.43,108581.99,4051699.06,587428.76,2026-02-06T00:00:00.000Z,
1815,,,,9781024.74,9553307.85,198758.02,680052.0,2026-02-06T00:00:00.000Z,
5542,,,,,,,0.0,,
4179,,,,9821343.68,414350.49,9377176.43,1319111.81,2026-02-06T00:00:00.000Z,
2890,,,,37108.68,30074.73,,0.0,2026-02-06T00:00:00.000Z,
3309,,,,4872449.38,4542934.42,,,2026-02-06T00:00:00.000Z,
1400,,,,2225170.96,85726.8,2165746.79,105414.0,2026-02-06T00:00:00.000Z,
4049,,,,3337545.64,3146535.4,181351.53,183991.0,2026-02-06T00:00:00.000Z,
5084,,,,6212010.79,42889.71,,0.0,2026-02-06T00:00:00.000Z,
5031,,,,7881912.63,57390.73,,0.0,2026-02-06T00:00:00.000Z,
3548,,,,83091.21,81291.3,,,2026-02-06T00:00:00.000Z,
4247,,,,29475163.85,16040835.47,12687562.0,4064912.16,2026-02-06T00:00:00.000Z,
5140,,,,8975198.42,128599.06,,0.0,2026-02-06T00:00:00.000Z,
1853,,,,4491366.48,115396.42,4342179.14,410465.0,2026-02-06T00:00:00.000Z,
1854,,,,6484641.68,834966.45,5443756.58,912871.0,2026-02-06T00:00:00.000Z,
3253,,,,119960.41,91753.3,,,2026-02-06T00:00:00.000Z,
5417,,,,10983886.2,338408.76,,0.0,2026-02-06T00:00:00.000Z,
1301,,,,1968329.67,18254.17,1953360.86,7803.0,2026-02-06T00:00:00.000Z,
2634,,,,9851.58,,,0.0,2026-02-06T00:00:00.000Z,
2807,,,,457324.98,21336.75,,0.0,2026-02-06T00:00:00.000Z,
2825,,,,7358708.49,95966.97,,0.0,2026-02-06T00:00:00.000Z,
2770,,,,33479.01,24336.61,,0.0,2026-02-06T00:00:00.000Z,
3315,,,,741694.21,740080.16,,,2026-02-06T00:00:00.000Z,
2429,,,,3388408.47,2739680.55,,,2026-02-06T00:00:00.000Z,
3227,,,,1730746.78,1576631.54,,,2026-02-06T00:00:00.000Z,
2787,,,,385577.91,169822.0,,0.0,2026-02-06T00:00:00.000Z,
4306,,,,2418459.51,449949.85,1936137.04,87335.32,2026-02-06T00:00:00.000Z,
2944,,,,92199.11,15189.13,,0.0,2026-02-06T00:00:00.000Z,
1621,,,,1982624.05,219740.22,1763057.61,104508.0,2026-02-06T00:00:00.000Z,
5144,,,,3455640.95,304896.1,,0.0,2026-02-06T00:00:00.000Z,
3358,,,,19645.54,19645.54,,,2026-02-06T00:00:00.000Z,
2817,,,,23452765.1,1748832.76,,0.0,2026-02-06T00:00:00.000Z,
2489,,,,3864.97,,,0.0,2026-02-06T00:00:00.000Z,
2795,,,,311278.35,14206.8,,0.0,2026-02-06T00:00:00.000Z,
2303,,,,1696436.54,1696436.54,,,2026-02-06T00:00:00.000Z,
1477,,,,5363459.27,1662748.86,3641438.96,374643.0,2026-02-06T00:00:00.000Z,
2792,,,,165914.83,157317.74,,0.0,2026-02-06T00:00:00.000Z,
2745,,,,36654.85,,,0.0,2026-02-06T00:00:00.000Z,
2589,,,,33043.83,,,0.0,2026-02-06T00:00:00.000Z,
2405,,,,307152.86,14617.29,,,2026-02-06T00:00:00.000Z,
5015,,,,219570.61,31829.63,,0.0,2026-02-06T00:00:00.000Z,
2301,,,,2662100.82,2662100.82,,,2026-02-06T00:00:00.000Z,
2399,,,,609048.69,35079.16,388125.0,,2026-02-06T00:00:00.000Z,
2669,,,,770747.48,14433.68,,0.0,2026-02-06T00:00:00.000Z,
2901,,,,66410.19,812.88,,0.0,2026-02-06T00:00:00.000Z,
2818,,,,339716.27,,,0.0,2026-02-06T00:00:00.000Z,
3642,,,,,,,,,
3639,,,,,,,,,
2822,,,,217839.92,2386.83,,0.0,2026-02-06T00:00:00.000Z,
5615,,,,,,,0.0,,
2432,,,,293915.21,5819.32,384102.75,,2026-02-06T00:00:00.000Z,
2336,,,,84382.38,84382.38,,,2026-02-06T00:00:00.000Z,
5238,,,,459333.08,,,0.0,2026-02-06T00:00:00.000Z,
5168,,,,19907.44,2071.58,,2452237.03,2026-02-06T00:00:00.000Z,
2340,,,,71766.81,71766.81,,,2026-02-06T00:00:00.000Z,
3641,,,,,,,,,
5598,,,,,,,0.0,,
5600,,,,,,,0.0,,
5602,,,,,,,0.0,,
3215,,,,45093695.3,44833582.58,,,2026-02-06T00:00:00.000Z,
1801,,,,4657982.0,1440783.27,3071593.91,466669.0,2026-02-06T00:00:00.000Z,
1336,,,,2474138.67,11080.45,2431124.77,304005.0,2026-02-06T00:00:00.000Z,
1309,,,,4844695.58,1257343.05,1891051.87,1847365.0,2026-02-06T00:00:00.000Z,
1416,,,,15595158.21,3410971.44,12179540.99,2119922.0,2026-02-06T00:00:00.000Z,
1261,,,,5735788.21,2349946.79,3385841.42,1096729.0,2026-02-06T00:00:00.000Z,
1863,,,,6310528.42,3015956.79,3118547.95,631452.15,2026-02-06T00:00:00.000Z,
4204,,,,31549943.74,24569790.88,5760458.99,2225128.65,2026-02-06T00:00:00.000Z,
4187,,,,14338940.7,4827061.26,8742164.25,2478462.0,2026-02-06T00:00:00.000Z,
1899,,,,87911844.27,68534479.64,16630163.72,14575777.0,2026-02-06T00:00:00.000Z,
4024,,,,57728528.7,45043849.12,10040936.43,6378770.07,2026-02-06T00:00:00.000Z,
4213,,,,9503317.82,8586425.14,689163.16,973876.15,2026-02-06T00:00:00.000Z,
5132,,,,2479741.41,45393.01,,0.0,2026-02-06T00:00:00.000Z,
3306,,,,2961508.24,2865215.24,,,2026-02-06T00:00:00.000Z,
1320,,,,2820111.53,245508.68,2514961.75,420140.0,2026-02-06T00:00:00.000Z,
4065,,,,3039192.36,121105.48,2908925.65,319205.0,2026-02-06T00:00:00.000Z,
1372,,,,5147725.26,1542430.72,3033129.15,310644.0,2026-02-06T00:00:00.000Z,
1698,,,,3563486.84,804204.08,2791537.38,506120.0,2026-02-06T00:00:00.000Z,
3273,,,,2617215.44,2150970.01,,,2026-02-06T00:00:00.000Z,
2417,,,,1101982.53,124133.1,,,2026-02-06T00:00:00.000Z,
4216,,,,4314738.44,2843289.44,1335841.56,514543.17,2026-02-06T00:00:00.000Z,
4209,,,,4917407.03,4709080.45,70282.31,743506.6,2026-02-06T00:00:00.000Z,
4200,,,,5668467.76,229407.29,5232704.47,1282099.0,2026-02-06T00:00:00.000Z,
3637,,,,,,,,,
3634,,,,,,,,,
2841,,,,1125662.45,174038.08,,0.0,2026-02-06T00:00:00.000Z,
3294,,,,562028.74,562028.74,,,2026-02-06T00:00:00.000Z,
5540,,,,,,,40110.0,,
2314,,,,23568300.14,23568300.14,,,2026-02-06T00:00:00.000Z,
1542,,,,2900653.17,877713.3,2041233.57,194011.0,2026-02-06T00:00:00.000Z,
4147,,,,72568.6,,70266.6,359.0,2026-02-06T00:00:00.000Z,
5161,,,,6696182.13,108923.14,,683583.04,2026-02-06T00:00:00.000Z,
1327,,,,619592.3,274870.5,335828.76,343409.0,2026-02-06T00:00:00.000Z,
1939,,,,908945.77,623399.76,270882.07,182310.0,2026-02-06T00:00:00.000Z,
3329,,,,74241.71,73559.71,,,2026-02-06T00:00:00.000Z,
3633,,,,,,,,,
3636,,,,,,,,,
4260,,,,16996776.09,16433401.71,563374.38,2766438.92,2026-02-06T00:00:00.000Z,
3240,,,,277442.24,256981.41,,,2026-02-06T00:00:00.000Z,
2358,,,,2295294.63,2295294.63,,,2026-02-06T00:00:00.000Z,
5205,,,,6610686.89,207485.34,,445645.75,2026-02-06T00:00:00.000Z,
3505,,,,359340.27,359340.27,,,2026-02-06T00:00:00.000Z,
5282,,,,17119932.28,120478.47,,378932.3,2026-02-06T00:00:00.000Z,
2538,,,,1051894.17,45316.42,,0.0,2026-02-06T00:00:00.000Z,
2471,,,,93637.21,,,0.0,2026-02-06T00:00:00.000Z,
2448,,,,352791.75,,,,2026-02-06T00:00:00.000Z,
2943,,,,30635.29,13426.38,,0.0,2026-02-06T00:00:00.000Z,
5353,,,,434109.83,,,0.0,2026-02-06T00:00:00.000Z,
5089,,,,855804.91,95620.59,,105977.93,2026-02-06T00:00:00.000Z,
5427,,,,2213460.6,82753.98,,0.0,2026-02-06T00:00:00.000Z,
2920,,,,1684808.26,1245160.26,,0.0,2026-02-06T00:00:00.000Z,
5069,,,,2060560.04,18737.16,,0.0,2026-02-06T00:00:00.000Z,
2752,,,,195772.22,,,0.0,2026-02-06T00:00:00.000Z,
5276,,,,2879115.57,,,0.0,2026-02-06T00:00:00.000Z,
2341,,,,1114963.35,1114963.35,,,2026-02-06T00:00:00.000Z,
5261,,,,15486.64,13720.96,,0.0,2026-02-06T00:00:00.000Z,
2442,,,,993470.04,1413.32,937234.5,,2026-02-06T00:00:00.000Z,
2959,,,,449229.15,50473.5,,0.0,2026-02-06T00:00:00.000Z,
2415,,,,558523.54,558523.54,,,2026-02-06T00:00:00.000Z,
2302,,,,556922.47,556922.47,,,2026-02-06T00:00:00.000Z,
2477,,,,1456420.31,9786.29,,0.0,2026-02-06T00:00:00.000Z,
2300,,,,1175444.71,1175444.71,,,2026-02-06T00:00:00.000Z,
2254,,,,1273616.4,1273616.4,,,2026-02-06T00:00:00.000Z,
5426,,,,2579736.07,,,237634.4,2026-02-06T00:00:00.000Z,
5351,,,,42994.78,29124.01,,0.0,2026-02-06T00:00:00.000Z,
2571,,,,1071291.38,1542.23,,0.0,2026-02-06T00:00:00.000Z,
5428,,,,978919.78,,,0.0,2026-02-06T00:00:00.000Z,
2692,,,,2004861.4,2004861.4,,0.0,2026-02-06T00:00:00.000Z,
5337,,,,28166.64,28166.64,,0.0,2026-02-06T00:00:00.000Z,
2761,,,,41602.43,,,0.0,2026-02-06T00:00:00.000Z,
5138,,,,2870.53,,,0.0,2026-02-06T00:00:00.000Z,
2436,,,,1729013.04,,,,2026-02-06T00:00:00.000Z,
3259,,,,7402953.83,7566282.12,,,2026-02-06T00:00:00.000Z,
3629,,,,,,,,,
3185,,,,6136470.94,6169487.3,,,2026-02-06T00:00:00.000Z,
