disasterNumber,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp,paLoadDate,iaLoadDate
5521,,,,,,,0.0,,
1471,4108811.57,2808922.31,1299889.26,4993708.33,387792.63,4561494.65,279127.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
1388,,,,11677354.07,457515.74,11164447.48,2023999.0,2026-02-06T00:00:00.000Z,
1390,,,,5935229.86,708833.51,5149869.54,914172.0,2026-02-06T00:00:00.000Z,
5603,,,,,,,0.0,,
5604,,,,,,,0.0,,
5605,,,,,,,0.0,,
4486,181500775.42,,181500775.42,4142365993.88,4035699341.2,,75227611.79,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1406,,,,6233212.7,785167.68,5406707.43,1149793.0,2026-02-06T00:00:00.000Z,
1707,,,,5918785.05,444131.72,5351905.66,231527.0,2026-02-06T00:00:00.000Z,
3209,,,,3261706.85,3261706.85,,,2026-02-06T00:00:00.000Z,
4481,20064696.61,,20064696.61,2431294005.83,2416848466.33,,28839521.5,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5300,,,,706854.61,30194.79,,0.0,2026-05-08T00:00:00.000Z,
1892,,,,6841093.22,3508574.92,3330433.2,894520.0,2026-02-06T00:00:00.000Z,
1678,,,,75910130.6,35316542.58,40198398.8,9858211.0,2026-02-06T00:00:00.000Z,
4473,76827201.61,74615046.24,2212155.37,1073837805.87,441292499.11,571135943.79,46368898.14,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4218,,,,18753959.84,3458764.83,14807299.94,3771651.2,2026-05-08T00:00:00.000Z,
4623,,,,4560435.67,313839.17,4002718.79,128856.5,2026-05-08T00:00:00.000Z,
4517,29398405.35,,29398405.35,206717180.85,203921239.25,,5495805.25,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1419,,,,26435703.2,3849174.16,22397523.78,5840208.0,2026-02-06T00:00:00.000Z,
2243,,,,1483.3,1483.3,,,2026-02-06T00:00:00.000Z,
4238,,,,50780811.67,5144389.44,44242582.16,10203784.95,2026-02-06T00:00:00.000Z,
4626,10843005.5,9267807.25,1575198.25,30052436.23,7027607.02,22032716.3,5427089.62,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1379,,,,433651817.0,101320637.9,329884828.43,201035427.0,2026-02-06T00:00:00.000Z,
4761,,,,4034629.94,304413.0,3340969.97,486352.44,2026-05-08T00:00:00.000Z,
1633,1067253.81,632984.92,434268.89,10198573.49,2500610.61,8553586.84,751110.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5510,,,,,,,154710.25,,
4092,,,,10459122.12,3804525.36,6114211.8,1555721.32,2026-02-06T00:00:00.000Z,
1518,6190448.7,5034199.56,1156249.14,14795285.63,2976622.78,11464342.66,1500076.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3161,,,,16539984.85,17640374.45,,,2026-02-06T00:00:00.000Z,
3198,,,,8636637.81,8695049.44,,,2026-02-06T00:00:00.000Z,
1696,,,,6708634.83,615680.44,6086077.94,877049.0,2026-02-06T00:00:00.000Z,
5632,,,,,,,0.0,,
1367,,,,8618000.36,3601067.84,4689231.55,1876460.0,2026-02-06T00:00:00.000Z,
1335,,,,31020492.12,4053927.92,26379603.98,2766765.0,2026-02-06T00:00:00.000Z,
1560,,,,15368109.08,4014469.39,11113158.18,1135905.0,2026-02-06T00:00:00.000Z,
4382,8109589.03,5904595.93,2204993.1,333546817.28,296166347.05,11778522.49,25671358.84,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1669,,,,9244257.84,1454023.1,7450873.21,1055799.0,2026-02-06T00:00:00.000Z,
1932,,,,7384786.3,681066.07,6227277.36,990370.0,2026-02-06T00:00:00.000Z,
4063,,,,4883032.82,686941.58,3980518.82,726334.0,2026-02-06T00:00:00.000Z,
5493,,,,515494.79,514557.84,,0.0,2026-05-08T00:00:00.000Z,
1366,,,,2697313.17,912342.82,1767548.6,442317.0,2026-02-06T00:00:00.000Z,
1748,,,,10068998.77,4645909.03,5391099.99,0.0,2026-02-06T00:00:00.000Z,
5582,,,,,,,0.0,,
3615,,,,,,,,,
5580,,,,,,,0.0,,
5607,,,,,,,0.0,,
3609,,,,,,,,,
5518,,,,,,,0.0,,
1333,,,,11738303.73,3906085.02,7676010.71,4661056.0,2026-02-06T00:00:00.000Z,
4819,211212507.78,128586549.52,82625958.26,,,,225555.7,,2026-05-08T00:00:00.000Z
5386,,,,,,,101145.63,,
4643,,,,16191350.9,31220.51,14659874.87,583652.68,2026-05-08T00:00:00.000Z,
3624,,,,,,,,,
4002,,,,32964612.36,1252767.5,31075830.98,4510495.0,2026-02-06T00:00:00.000Z,
2462,,,,1807994.0,30572.34,,,2026-02-06T00:00:00.000Z,
4126,,,,20524115.81,5890006.85,13629086.77,2747619.0,2026-02-06T00:00:00.000Z,
1726,432005.4,306633.18,125372.22,7797703.29,1964642.09,5559105.07,1248152.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4784,3720998.89,2459793.19,1261205.7,23264059.64,6109387.9,15669869.06,1238925.7,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4281,,,,5398418.52,563785.5,4622573.56,1123574.5,2026-02-06T00:00:00.000Z,
2917,,,,515274.49,,,0.0,2026-02-06T00:00:00.000Z,
1821,,,,6143015.93,2952414.14,3093298.11,532472.0,2026-02-06T00:00:00.000Z,
4256,,,,49143878.08,1310476.7,46883894.21,8619410.99,2026-02-06T00:00:00.000Z,
1620,,,,24647039.99,1951932.35,22639395.87,1607048.0,2026-02-06T00:00:00.000Z,
5423,,,,,,,187359.83,,
1314,,,,2605294.29,1170005.58,1430613.75,405517.0,2026-02-06T00:00:00.000Z,
4663,110565668.96,96737968.95,13827700.01,465926059.58,233881332.87,200149317.1,72877850.22,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1510,,,,10289394.05,6877869.17,3473033.53,795890.0,2026-02-06T00:00:00.000Z,
1422,,,,1238463.33,736982.53,240606.03,831698.0,2026-02-06T00:00:00.000Z,
1649,20691866.81,17761717.66,2930149.15,83099595.01,10974939.6,71652052.96,5503215.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2960,,,,237059.79,52948.55,,0.0,2026-02-06T00:00:00.000Z,
4442,,,,79539888.67,5597781.54,66641346.77,8521061.89,2026-05-08T00:00:00.000Z,
5070,,,,9800754.63,17588.58,,0.0,2026-02-06T00:00:00.000Z,
4424,,,,63368757.29,805487.8,59504420.49,9871204.29,2026-05-08T00:00:00.000Z,
1937,,,,3950567.97,69335.05,3833296.08,537972.0,2026-02-06T00:00:00.000Z,
4471,,,,13792018.83,4567715.97,7950096.85,277185.14,2026-02-06T00:00:00.000Z,
4554,,,,9203289.24,3197874.58,5138299.15,826561.38,2026-05-08T00:00:00.000Z,
4361,,,,19969175.58,2540457.35,15167249.26,4498325.08,2026-05-08T00:00:00.000Z,
4076,,,,8488330.16,1319989.03,7028318.1,1577249.0,2026-02-06T00:00:00.000Z,
2146,,,,90075.3,90075.3,,,2026-02-06T00:00:00.000Z,
1263,,,,1579219.78,113278.63,1465941.15,235411.0,2026-02-06T00:00:00.000Z,
2086,,,,206437.7,206437.7,,,2026-02-06T00:00:00.000Z,
2773,,,,4759982.52,,,0.0,2026-02-06T00:00:00.000Z,
1839,,,,4546528.04,3299949.64,1185838.63,703135.0,2026-02-06T00:00:00.000Z,
2694,,,,1625345.68,163897.61,,0.0,2026-02-06T00:00:00.000Z,
3234,,,,219505.79,219505.79,,,2026-02-06T00:00:00.000Z,
2189,,,,285171.51,285171.51,,,2026-02-06T00:00:00.000Z,
3366,,,,1639099.39,1616759.14,,,2026-02-06T00:00:00.000Z,
2460,,,,1677331.23,13604.96,,,2026-02-06T00:00:00.000Z,
2321,,,,18783.0,18783.0,,,2026-02-06T00:00:00.000Z,
1245,,,,9108430.34,1752274.45,7356155.89,2204299.0,2026-02-06T00:00:00.000Z,
2112,,,,3563854.01,3563854.01,,,2026-02-06T00:00:00.000Z,
2131,,,,12667.2,12667.2,,,2026-02-06T00:00:00.000Z,
4522,6285163.51,,6285163.51,454689835.96,437148860.15,,1412379.61,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1374,,,,4621871.5,30085.44,4645199.75,492411.0,2026-02-06T00:00:00.000Z,
3564,,,,216592.19,215922.25,,,2026-02-06T00:00:00.000Z,
2121,,,,13685.7,13685.7,,,2026-02-06T00:00:00.000Z,
4745,,,,2898254.18,139534.41,2452112.37,0.0,2026-05-08T00:00:00.000Z,
2235,,,,38992.0,37996.0,996.0,,2026-02-06T00:00:00.000Z,
3236,,,,163068.54,147995.8,,,2026-02-06T00:00:00.000Z,
5575,,,,,,,0.0,,
5583,,,,,,,0.0,,
4271,,,,1690433.9,36274.72,1647655.52,167546.81,2026-02-06T00:00:00.000Z,
5085,,,,521457.25,7021.23,,0.0,2026-02-06T00:00:00.000Z,
5013,,,,775643.48,12392.55,,0.0,2026-02-06T00:00:00.000Z,
3104,,,,1808308.18,1808308.18,,,2026-02-06T00:00:00.000Z,
2168,,,,23340.8,23340.8,,,2026-02-06T00:00:00.000Z,
1251,,,,25167912.31,12366565.42,12801346.89,13298291.0,2026-02-06T00:00:00.000Z,
5213,,,,8128493.97,365949.11,,0.0,2026-02-06T00:00:00.000Z,
2702,,,,133037.28,,,0.0,2026-02-06T00:00:00.000Z,
2183,,,,932280.44,932280.44,,,2026-02-06T00:00:00.000Z,
5050,,,,4558436.47,95579.78,,0.0,2026-02-06T00:00:00.000Z,
3247,,,,24233.27,24233.27,,,2026-02-06T00:00:00.000Z,
5117,,,,57419.43,2529.05,,303514.37,2026-02-06T00:00:00.000Z,
2771,,,,13458920.53,424729.34,,0.0,2026-02-06T00:00:00.000Z,
2726,,,,119765.79,1525.43,,0.0,2026-02-06T00:00:00.000Z,
5462,,,,,,,0.0,,
2377,,,,2761493.04,2761493.04,,,2026-02-06T00:00:00.000Z,
4546,,,,11676238.13,431104.04,10247690.99,2146354.91,2026-05-08T00:00:00.000Z,
2476,,,,7674.38,,,0.0,2026-02-06T00:00:00.000Z,
2226,,,,1132660.9,1132660.9,,,2026-02-06T00:00:00.000Z,
3276,,,,79259.86,79259.86,,,2026-02-06T00:00:00.000Z,
4257,,,,11464133.02,,11051697.02,106603.41,2026-02-06T00:00:00.000Z,
2871,,,,41791.72,8286.3,,0.0,2026-02-06T00:00:00.000Z,
5095,,,,484775.83,60497.74,,290927.42,2026-02-06T00:00:00.000Z,
2949,,,,400385.93,22216.58,,0.0,2026-02-06T00:00:00.000Z,
2758,,,,138933.54,,,0.0,2026-02-06T00:00:00.000Z,
4235,25097245.58,17379956.6,7717288.98,35021324.53,5959836.82,28123957.71,8971143.59,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5026,,,,2515374.98,14137.59,,0.0,2026-02-06T00:00:00.000Z,
5416,,,,3379328.86,384219.4,,0.0,2026-02-06T00:00:00.000Z,
2333,,,,27676.97,27676.97,,,2026-02-06T00:00:00.000Z,
5443,,,,3557670.84,,,0.0,2026-02-06T00:00:00.000Z,
5172,,,,142453.23,52194.42,,0.0,2026-02-06T00:00:00.000Z,
2819,,,,410439.53,410439.53,,0.0,2026-02-06T00:00:00.000Z,
5455,,,,3024.47,3024.47,,0.0,2026-02-06T00:00:00.000Z,
1534,,,,18467868.44,692710.15,16073397.04,711134.0,2026-02-06T00:00:00.000Z,
1413,,,,4906653.82,415565.69,4321699.99,771719.0,2026-02-06T00:00:00.000Z,
4664,,,,1644634.91,133009.01,1378169.36,325625.67,2026-05-08T00:00:00.000Z,
1691,,,,1241633.57,62621.91,1202083.38,186168.0,2026-02-06T00:00:00.000Z,
1448,,,,86565179.7,73888055.9,12258236.08,6401348.0,2026-02-06T00:00:00.000Z,
2579,,,,3906217.67,68670.58,,0.0,2026-02-06T00:00:00.000Z,
3504,,,,3361356.07,3179153.66,,,2026-05-08T00:00:00.000Z,
1355,,,,160002351.14,59324006.19,99573522.52,23968328.0,2026-02-06T00:00:00.000Z,
4582,,,,16682.27,16682.27,,0.0,2026-05-08T00:00:00.000Z,
2768,,,,292521.18,,,0.0,2026-02-06T00:00:00.000Z,
3116,,,,4403306.05,4403306.05,,,2026-02-06T00:00:00.000Z,
4597,,,,15236311.79,12864798.39,1467828.41,1541757.02,2026-02-06T00:00:00.000Z,
4023,9496114.46,8829702.19,666412.27,43805958.98,24539129.57,17617505.41,7392909.62,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3614,,,,10236.38,10236.38,,,2026-05-08T00:00:00.000Z,
4567,,,,784624401.56,89959211.51,649584382.6,10746531.97,2026-05-08T00:00:00.000Z,
2071,,,,3314655.92,3314655.92,,,2026-02-06T00:00:00.000Z,
4883,,,,412539.99,23858.46,,0.0,2026-05-08T00:00:00.000Z,
3625,,,,,,,,,
5557,,,,,,,0.0,,
5554,,,,,,,0.0,,
1841,15106854.42,13370790.11,1736064.31,32588079.77,3694476.84,27933778.17,6212268.35,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
5555,,,,,,,0.0,,
4009,,,,11095538.36,2675135.67,8027588.94,381333.0,2026-02-06T00:00:00.000Z,
4786,,,,15700715.23,,14565863.42,453415.5,2026-05-08T00:00:00.000Z,
1272,,,,40588743.22,29892462.64,10342694.45,12665798.0,2026-02-06T00:00:00.000Z,
1860,,,,3143581.09,169848.37,2832828.06,463613.0,2026-02-06T00:00:00.000Z,
2074,,,,1726889.5,1726889.5,,,2026-02-06T00:00:00.000Z,
4754,6781306.32,6104619.01,676687.31,36895724.74,3569581.79,32210599.2,1244239.51,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
5392,,,,,,,1925765.04,,
1250,,,,32353288.21,6249908.14,26103380.07,6689836.0,2026-02-06T00:00:00.000Z,
1793,,,,3895660.58,662127.06,3216753.75,608954.0,2026-02-06T00:00:00.000Z,
1948,,,,100179.04,25067.66,70889.03,242102.0,2026-02-06T00:00:00.000Z,
1767,,,,3346388.88,15741.08,3267072.98,493091.0,2026-02-06T00:00:00.000Z,
2510,,,,59932.91,13518.56,,0.0,2026-02-06T00:00:00.000Z,
4548,1089134.7,1082812.86,6321.84,26543387.22,568345.64,23508751.04,2337011.18,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2158,,,,52328.5,52328.5,,,2026-02-06T00:00:00.000Z,
4444,,,,8208143.56,2262133.44,5110984.41,1414708.16,2026-02-06T00:00:00.000Z,
4642,,,,6571789.27,252342.6,5656435.86,1173187.21,2026-05-08T00:00:00.000Z,
4406,,,,18267267.33,10539014.12,6013950.84,851038.18,2026-05-08T00:00:00.000Z,
5509,,,,,,,0.0,,
1689,,,,,,,1141292.0,,
1994,4904077.68,3001943.65,1902134.03,75239301.83,27367275.85,46982840.39,7260627.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2136,,,,43485.4,43485.4,,,2026-02-06T00:00:00.000Z,
2587,,,,55425.8,,,0.0,2026-02-06T00:00:00.000Z,
3204,,,,2448149.31,2496679.31,,,2026-02-06T00:00:00.000Z,
3202,,,,1690912.41,1706333.77,,,2026-02-06T00:00:00.000Z,
1249,,,,109791243.08,43903595.67,65887647.41,15005046.0,2026-02-06T00:00:00.000Z,
2184,,,,1190.0,1190.0,,,2026-02-06T00:00:00.000Z,
2144,,,,50911.7,50911.7,,,2026-02-06T00:00:00.000Z,
4658,,,,13663713.64,1434315.56,11346727.49,1112853.4,2026-05-08T00:00:00.000Z,
1357,,,,4294159.44,2918003.52,1386461.64,351225.0,2026-02-06T00:00:00.000Z,
1665,9121209.04,6373884.58,2747324.46,112329438.73,107788894.78,2005515.19,7291700.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
3109,,,,5541924.38,5534868.12,7056.26,,2026-02-06T00:00:00.000Z,
1428,,,,1788583.65,44429.26,1744454.58,237017.0,2026-02-06T00:00:00.000Z,
1671,5388213.23,4388471.79,999741.44,29307531.18,6411805.81,21462981.8,4299208.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2155,,,,7036.4,7036.4,,,2026-02-06T00:00:00.000Z,
2952,,,,3996374.6,63161.54,,0.0,2026-02-06T00:00:00.000Z,
2220,,,,12209.0,11909.0,300.0,,2026-02-06T00:00:00.000Z,
2126,,,,15425.2,15425.2,,,2026-02-06T00:00:00.000Z,
2722,,,,83628.49,1436.58,,0.0,2026-02-06T00:00:00.000Z,
2259,,,,405179.6,405179.6,,,2026-02-06T00:00:00.000Z,
4739,,,,874057.91,97910.18,659309.87,0.0,2026-05-08T00:00:00.000Z,
1888,,,,6758605.82,2873721.74,3526341.04,1046453.3,2026-05-08T00:00:00.000Z,
1799,,,,823848.76,67615.9,756068.62,319962.0,2026-02-06T00:00:00.000Z,
1365,,,,2855252.63,22820.59,2871984.6,417677.0,2026-02-06T00:00:00.000Z,
2961,,,,6590703.9,22575.1,,0.0,2026-02-06T00:00:00.000Z,
4555,,,,5769863.53,1741710.44,3477774.78,448572.54,2026-05-08T00:00:00.000Z,
4170,,,,8678576.02,8643524.63,,1076385.25,2026-02-06T00:00:00.000Z,
2663,,,,619658.59,7371.46,,0.0,2026-02-06T00:00:00.000Z,
2955,,,,960443.78,75032.98,,0.0,2026-02-06T00:00:00.000Z,
3211,,,,2080378.21,2112182.01,,,2026-02-06T00:00:00.000Z,
5055,,,,9288969.03,907470.7,,0.0,2026-02-06T00:00:00.000Z,
2402,,,,2505601.52,13605.67,,,2026-02-06T00:00:00.000Z,
5066,,,,9630026.88,8440.78,,0.0,2026-02-06T00:00:00.000Z,
2815,,,,416.58,,,0.0,2026-02-06T00:00:00.000Z,
5563,,,,,,,0.0,,
5556,,,,,,,0.0,,
5576,,,,,,,0.0,,
2170,,,,1067.5,1067.5,,,2026-02-06T00:00:00.000Z,
2428,,,,974428.11,14909.97,705139.5,,2026-02-06T00:00:00.000Z,
3605,,,,,,,,,
2727,,,,825529.81,18011.08,,0.0,2026-02-06T00:00:00.000Z,
2677,,,,1537959.0,144237.36,,0.0,2026-02-06T00:00:00.000Z,
2213,,,,1337956.9,1337956.9,,,2026-02-06T00:00:00.000Z,
2230,,,,20704.0,20196.0,508.0,,2026-02-06T00:00:00.000Z,
5539,,,,,,,0.0,,
3621,,,,,,,,,
5609,,,,,,,0.0,,
4742,,,,10089089.39,2489825.37,6674149.8,0.0,2026-05-08T00:00:00.000Z,
2224,,,,36992.0,36084.0,908.0,,2026-02-06T00:00:00.000Z,
4453,,,,3641807.66,436668.56,2749879.68,375778.13,2026-05-08T00:00:00.000Z,
2868,,,,37611.46,34210.03,,0.0,2026-02-06T00:00:00.000Z,
5475,,,,,,,0.0,,
3496,,,,280018.32,280018.32,,,2026-02-06T00:00:00.000Z,
5476,,,,,,,0.0,,
4622,,,,2416849.0,104349.77,2131853.03,0.0,2026-05-08T00:00:00.000Z,
5477,,,,,,,0.0,,
2367,,,,2670288.12,2670288.12,,,2026-02-06T00:00:00.000Z,
5091,,,,13868793.44,101172.22,,312579.84,2026-02-06T00:00:00.000Z,
5478,,,,,,,0.0,,
2117,,,,228928.7,228928.7,,,2026-02-06T00:00:00.000Z,
2318,,,,138208.0,138208.0,,,2026-02-06T00:00:00.000Z,
3126,,,,299025.95,299025.95,,,2026-02-06T00:00:00.000Z,
5281,,,,,,,525662.15,,
3529,,,,421455.95,390647.26,,,2026-02-06T00:00:00.000Z,
2153,,,,1717.1,1717.1,,,2026-02-06T00:00:00.000Z,
3577,,,,252457.03,237542.16,,,2026-02-06T00:00:00.000Z,
2523,,,,251890.75,65575.7,,0.0,2026-02-06T00:00:00.000Z,
2938,,,,41579.62,13570.27,,0.0,2026-02-06T00:00:00.000Z,
2972,,,,427980.25,,,0.0,2026-02-06T00:00:00.000Z,
2992,,,,2393137.14,,,0.0,2026-02-06T00:00:00.000Z,
5177,,,,1078505.47,52643.11,,0.0,2026-02-06T00:00:00.000Z,
5503,,,,199241.34,104622.95,,0.0,2026-05-08T00:00:00.000Z,
4799,,,,1216890.4,874656.5,148301.03,62760.33,2026-05-08T00:00:00.000Z,
1467,25872687.19,6302770.87,19569916.32,18090813.62,16703264.74,1156582.59,2421439.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
2375,,,,363262.4,363262.4,,,2026-02-06T00:00:00.000Z,
2404,,,,298474.23,233499.75,,,2026-02-06T00:00:00.000Z,
2570,,,,8644.57,4008.82,,0.0,2026-02-06T00:00:00.000Z,
3489,,,,38364.77,38364.77,,,2026-02-06T00:00:00.000Z,
2561,,,,506548.12,94048.12,,0.0,2026-02-06T00:00:00.000Z,
2383,,,,0.0,,,,2026-02-06T00:00:00.000Z,
5180,,,,73633.42,,,0.0,2026-02-06T00:00:00.000Z,
1733,6402583.39,5427021.71,975561.68,55917310.24,8074400.58,45855402.11,15310499.0,2026-02-06T00:00:00.000Z,2026-05-08T00:00:00.000Z
4542,5569334.41,4951128.84,618205.57,20485065.03,13517454.58,5818592.25,3112196.99,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4229,,,,24723138.43,1925755.69,22283942.23,2102440.94,2026-05-08T00:00:00.000Z,
3582,,,,7182572.15,7154230.03,,,2026-05-08T00:00:00.000Z,
2799,,,,315637.26,48428.31,,0.0,2026-02-06T00:00:00.000Z,
1378,,,,27714640.97,9528257.44,18283828.51,11061441.0,2026-02-06T00:00:00.000Z,
1900,,,,12721044.7,3924565.83,8451254.62,1807555.0,2026-02-06T00:00:00.000Z,
1796,,,,12186818.01,1089112.9,10421346.21,1787687.0,2026-02-06T00:00:00.000Z,
4435,,,,19162471.19,5259590.07,12487742.32,7132699.78,2026-05-08T00:00:00.000Z,
5378,,,,,,,1735300.96,,
4243,,,,39406435.11,26985835.33,11631167.01,3481862.27,2026-05-08T00:00:00.000Z,
4686,,,,1740753.86,151747.03,1506471.47,374835.47,2026-05-08T00:00:00.000Z,
1276,,,,5242416.68,546984.2,4587872.59,1158596.0,2026-02-06T00:00:00.000Z,
1715,,,,4905985.03,201407.7,4743733.31,620770.0,2026-02-06T00:00:00.000Z,
5577,,,,,,,0.0,,
5564,,,,,,,0.0,,
3484,,,,2352015.46,2231797.83,,,2026-05-08T00:00:00.000Z,
1262,,,,15377362.84,4437805.23,10793815.08,1494499.0,2026-02-06T00:00:00.000Z,
1410,,,,15255670.18,8294263.24,6945591.61,3846550.0,2026-02-06T00:00:00.000Z,
4704,2635373.99,2347870.42,287503.57,13788214.24,2819687.24,9390986.07,484798.7,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2104,,,,12218145.6,12218145.6,,,2026-02-06T00:00:00.000Z,
2712,,,,246723.76,10108.1,,0.0,2026-02-06T00:00:00.000Z,
5472,,,,,,,0.0,,
4634,2134406.55,1497956.28,636450.27,45189660.22,31612000.14,9108262.28,5461785.33,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1884,,,,28014674.09,7457446.19,19002709.49,7574086.0,2026-02-06T00:00:00.000Z,
4434,,,,36635773.15,7868375.4,26921819.2,5388299.64,2026-05-08T00:00:00.000Z,
4815,7907081.22,5417320.39,2489760.83,39827598.5,4287248.3,33596940.12,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
1920,,,,1258988.51,138347.12,1120246.78,155861.0,2026-02-06T00:00:00.000Z,
4184,,,,17806184.12,3599221.84,13346333.72,2990730.0,2026-02-06T00:00:00.000Z,
4752,,,,14499307.36,8340583.26,4323579.39,564297.87,2026-05-08T00:00:00.000Z,
4680,7016325.08,6152015.96,864309.12,112723822.92,38469787.36,69594256.59,14310556.37,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
4146,,,,10450593.04,361185.99,9879780.83,748915.25,2026-02-06T00:00:00.000Z,
4467,,,,9479527.74,78895.76,8799788.85,195090.53,2026-05-08T00:00:00.000Z,
1870,,,,19986986.22,337196.7,18978293.77,1672344.0,2026-02-06T00:00:00.000Z,
2186,,,,272044.68,268617.3,3427.38,,2026-02-06T00:00:00.000Z,
2116,,,,79664.9,,79664.9,,2026-02-06T00:00:00.000Z,
2094,,,,115026.8,115026.8,,,2026-02-06T00:00:00.000Z,
1641,,,,6585337.32,1020157.17,5058677.43,657887.0,2026-02-06T00:00:00.000Z,
1727,,,,6273629.81,555114.76,5542234.48,1200284.0,2026-02-06T00:00:00.000Z,
1285,,,,518798.92,331705.11,182722.6,86350.0,2026-02-06T00:00:00.000Z,
2149,,,,1709.4,1709.4,,,2026-02-06T00:00:00.000Z,
4693,,,,3390402.02,843511.82,2232974.53,0.0,2026-05-08T00:00:00.000Z,
4682,,,,16625420.56,1454404.37,14133965.66,2725695.56,2026-05-08T00:00:00.000Z,
2134,,,,9263.1,9263.1,,,2026-02-06T00:00:00.000Z,
4549,,,,1074305.39,458138.1,535291.54,89625.7,2026-05-08T00:00:00.000Z,
4221,,,,5885189.5,,5880199.66,1058840.4,2026-02-06T00:00:00.000Z,
3110,,,,14521628.76,14521628.76,,,2026-02-06T00:00:00.000Z,
4278,,,,4746862.15,445918.15,4176045.38,916590.87,2026-02-06T00:00:00.000Z,
4725,,,,16158525.57,1674323.49,12514558.5,1831879.91,2026-05-08T00:00:00.000Z,
2156,,,,3756.2,3756.2,,,2026-02-06T00:00:00.000Z,
1947,,,,1079972.79,78585.54,981395.83,173937.0,2026-02-06T00:00:00.000Z,
2511,,,,68452.66,1569.84,,0.0,2026-02-06T00:00:00.000Z,
5465,,,,,,,0.0,,
4417,,,,3501859.85,384082.78,2759117.06,132475.14,2026-02-06T00:00:00.000Z,
5142,,,,438042.78,438042.78,,0.0,2026-05-08T00:00:00.000Z,
1828,,,,11300288.42,8661935.17,2405710.44,929579.0,2026-02-06T00:00:00.000Z,
2087,,,,158330.0,158330.0,,,2026-02-06T00:00:00.000Z,
2662,,,,2376105.76,12166.85,,0.0,2026-02-06T00:00:00.000Z,
4384,,,,464404.17,342593.57,104310.6,0.0,2026-02-06T00:00:00.000Z,
2887,,,,47155.5,10811.09,,0.0,2026-02-06T00:00:00.000Z,
1808,,,,3364325.1,189696.35,2935586.8,319768.0,2026-02-06T00:00:00.000Z,
2219,,,,10918.0,10650.0,268.0,,2026-02-06T00:00:00.000Z,
3094,,,,1970893.81,1970893.81,,,2026-02-06T00:00:00.000Z,
1258,,,,6654597.56,946839.14,5707758.42,2546649.0,2026-02-06T00:00:00.000Z,
2164,,,,44075.5,44075.5,,,2026-02-06T00:00:00.000Z,
5611,,,,,,,0.0,,
2132,,,,3908.1,3908.1,,,2026-02-06T00:00:00.000Z,
2148,,,,55195.7,55195.7,,,2026-02-06T00:00:00.000Z,
2073,,,,172823.13,,172823.13,,2026-02-06T00:00:00.000Z,
3106,,,,1863094.36,1863094.36,,,2026-02-06T00:00:00.000Z,
2137,,,,10665.2,10665.2,,,2026-02-06T00:00:00.000Z,
2245,,,,16169.0,15754.0,415.0,,2026-02-06T00:00:00.000Z,
2165,,,,5310.9,5310.9,,,2026-02-06T00:00:00.000Z,
2139,,,,10684.8,10684.8,,,2026-02-06T00:00:00.000Z,
1246,,,,25674004.53,14600100.8,11073903.73,7197142.0,2026-02-06T00:00:00.000Z,
4840,190107.41,88353.33,101754.08,82628.99,82628.99,,0.0,2026-05-08T00:00:00.000Z,2026-05-08T00:00:00.000Z
2102,,,,5283.6,5283.6,,,2026-02-06T00:00:00.000Z,
3612,,,,,,,,,
5343,,,,220000.39,6673.21,,0.0,2026-02-06T00:00:00.000Z,
